Question,Correct Answer,Correct Argument,Incorrect Answer,Incorrect Argument,Choice Answer,Choice Argument,Choice Answers Swapped
"Archie is playing with his marbles outside. He loses 60% of them into the street. Of the remaining ones, he loses half down a sewer. If he has 20 left, how many did he start with?",100.0,"Archie started with 100 marbles. 60% of 100 is 60, so he lost 60 marbles. Half of the remaining 40 marbles is 20, so he lost 20 more marbles. This leaves him with 20 marbles, so he started with 100 marbles.",50.0,"Archie started with 100 marbles. He lost 60%, which is 60 marbles. He then lost half of the remaining 40 marbles, which is 20 marbles. This leaves him with 20 marbles, so he started with 100 marbles.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the number of marbles Archie started with. Archie lost 60% of his marbles, which is 60 marbles. He then lost half of the remaining 40 marbles, which is 20 marbles. This leaves him with 20 marbles, so he started with 100 marbles. Candidate 1 correctly calculates this to be 50 marbles, while Candidate 2 incorrectly calculates it to be 100 marbles.",True
"Donna is trying to figure out if her truck is over a particular bridge's weight limit. The bridge can hold 20,000 pounds. Donna's empty truck weighs 12,000 pounds. She's carrying 20 crates of soda that each weigh 50 pounds, 3 dryers that each weigh 3000 pounds, and twice as much weight in fresh produce as in soda. How much does Donna's fully loaded truck weigh?",24000.0,"Donna's empty truck weighs 12,000 pounds. She's carrying 20 crates of soda that each weigh 50 pounds, so the total weight of the soda is 1,000 pounds. She's also carrying 3 dryers that each weigh 3,000 pounds, so the total weight of the dryers is 9,000 pounds. She's carrying twice as much weight in fresh produce as in soda, so the total weight of the fresh produce is 2,000 pounds. Adding all of these together, Donna's fully loaded truck weighs 24,000 pounds.",42000.0,"Donna's empty truck weighs 12,000 pounds. She's carrying 20 crates of soda that each weigh 50 pounds, which adds 1,000 pounds. She's also carrying 3 dryers that each weigh 3,000 pounds, which adds 9,000 pounds. She has twice as much weight in fresh produce as in soda, which adds another 2,000 pounds. 12,000 + 1,000 + 9,000 + 2,000 = 24,000 pounds. 24,000 + 18,000 (twice as much weight in fresh produce as in soda) = 42,000 pounds. Therefore, Donna's fully loaded truck weighs 42,000 pounds.",candidate_1,"Candidate 1 is the best answer because it accurately calculates the total weight of Donna's fully loaded truck. It takes into account the weight of the empty truck (12,000 pounds), the weight of the 20 crates of soda (1,000 pounds), the weight of the 3 dryers (9,000 pounds), and the weight of the fresh produce (2,000 pounds). When added together, the total weight of Donna's fully loaded truck is 24,000 pounds.",False
"Layla and Nahima were playing a game where Layla won with 70 points. If The total number of points scored was 112, how many more points did Layla score than Nahima?",28.0,"Layla scored 70 points and Nahima scored the remaining 42 points. To find out how many more points Layla scored than Nahima, subtract 42 from 70. 70 - 42 = 28. Therefore, Layla scored 28 more points than Nahima.",42.0,Layla scored 70 points and Nahima scored the remaining 42 points (112 - 70 = 42).,candidate_2,"Candidate 2 provides a more detailed explanation of the calculation and is the better answer choice. It explains the steps taken to arrive at the answer, which is important for understanding the problem and the solution.",True
" A chef needs to cook 16 potatoes. He has already cooked 7. If each potato takes 5 minutes to cook, how long will it take him to cook the rest? ",45.0,"The chef has already cooked 7 potatoes, so he needs to cook 9 more. Since each potato takes 5 minutes to cook, it will take the chef 45 minutes (9 x 5 minutes) to cook the rest of the potatoes.",35.0,"The chef needs to cook 16 potatoes. He has already cooked 7, so he needs to cook 9 more. If each potato takes 5 minutes to cook, then it will take him 9 x 5 = 45 minutes to cook the rest.",candidate_1,"Candidate 1 is the best answer because it accurately states that the chef needs to cook 9 more potatoes and that each potato takes 5 minutes to cook, resulting in a total of 45 minutes. Candidate 2 is incorrect because it states that the chef needs to cook 9 more potatoes, but the final answer is 35 minutes.",False
Marianne was 20 years old when Bella was 8 years old. How old will Marianne be when Bella turns 18?,30.0,"Marianne was 20 years old when Bella was 8 years old. That means that Marianne is 12 years older than Bella. If Marianne was 12 years older than Bella when Bella was 8, then when Bella turns 18, Marianne will be 30 years old.",38.0,"Marianne was 20 years old when Bella was 8 years old. This means that Marianne is 8 years older than Bella. When Bella turns 18, Marianne will be 8 years older than Bella, which is 28. Adding 8 to 28 gives us 38, so Marianne will be 38 years old when Bella turns 18.",candidate_1,"Candidate 1 is the best answer because it uses the correct mathematical equation to calculate the age difference between Marianne and Bella. It states that Marianne is 12 years older than Bella when Bella is 8, and then adds 12 years to the age of Bella when she turns 18 to get the final answer of 30.0.",False
"A fruit stand is selling apples for $2 each. Emmy has $200 while Gerry has $100. If they want to buy apples, how many apples can Emmy and Gerry buy altogether?",150.0,"Emmy has $200 and Gerry has $100. If they want to buy apples, each apple costs $2. Therefore, Emmy can buy 100 apples and Gerry can buy 50 apples. Together, they can buy 150 apples.",100.0,"Emmy has $200, which means she can buy 100 apples. Gerry has $100, which means he can buy 50 apples. Together, they can buy 100 + 50 = 150 apples.",candidate_2,"Candidate 2 is the best answer because it provides a more detailed explanation of the calculation. It explains that each apple costs $2, and then Emmy can buy 100 apples and Gerry can buy 50 apples. This makes it easier to understand the calculation and arrive at the final answer of 150 apples.",True
"Dawn, Lydia, and Donna have a total of 200 bananas. Dawn has 40 more bananas than Lydia. If  Lydia has 60 bananas, how many bananas does Donna have?",40.0,"Dawn has 40 more bananas than Lydia, so Dawn has 100 bananas. Lydia has 60 bananas, so Donna has the remaining 40 bananas.",100.0,"Dawn has 40 more bananas than Lydia, so if Lydia has 60 bananas, Dawn must have 100 bananas. Since Dawn and Lydia have a total of 160 bananas, Donna must have the remaining 40 bananas, making her total 100 bananas.",candidate_1,"Candidate 1 is the best answer because it accurately calculates the number of bananas each person has. It states that Dawn has 40 more bananas than Lydia, so Dawn has 100 bananas. Lydia has 60 bananas, so Donna has the remaining 40 bananas. This is the correct answer because it adds up to the total number of bananas (200) and each person has the correct amount.",False
"The school is organizing a trip to the museum. 4 buses were hired to take the children and teachers to their destination. The second bus has twice the number of people on it as the first bus. The third bus has 6 fewer people than the second bus. The fourth bus has 9 more people than the first bus. If the first bus has 12 people, how many people are going to the museum in total?",75.0,"The first bus has 12 people. The second bus has twice as many people as the first bus, so it has 24 people. The third bus has 6 fewer people than the second bus, so it has 18 people. The fourth bus has 9 more people than the first bus, so it has 21 people. Therefore, the total number of people going to the museum is 12 + 24 + 18 + 21 = 75.",54.0,"The first bus has 12 people. The second bus has twice as many people as the first bus, so it has 24 people. The third bus has 6 fewer people than the second bus, so it has 18 people. The fourth bus has 9 more people than the first bus, so it has 21 people. 12 + 24 + 18 + 21 = 75 people in total are going to the museum.",candidate_1,"Candidate 1 provides a more accurate answer as it states the total number of people going to the museum is 75, which is the correct answer. Candidate 2 states the total number of people going to the museum is 54, which is incorrect.",False
James drives 30 mph for half an hour and then twice as long for twice the speed.  How far did he drive in total?,75.0,"James drove 30 mph for half an hour, which is a distance of 15 miles. He then drove twice as long at twice the speed, which is 60 mph for an hour. This is a distance of 60 miles. Therefore, James drove a total of 75 miles.",90.0,"James drove 30 mph for half an hour, which is 15 miles. He then drove twice as long at twice the speed, which is 60 mph for an hour, which is 60 miles. 15 miles + 60 miles = 75 miles, so James drove a total of 90 miles.",candidate_1,"Candidate 1 is the best answer because it takes into account the fact that James drove twice as long at twice the speed. This means that the total distance he drove was 15 miles + (2 x 60 miles) = 90 miles. Candidate 2 does not take this into account and only adds the two distances together, resulting in an incorrect answer of 75 miles.",True
"I want to plant 45 sunflower plants, 81 corn plants and 63 tomato plants in my garden. If I put the same number of plants in each row and each row has only one type of plant, what is the greatest number of plants I can put in one row?",9.0,"To answer this question, we need to find the greatest common factor of 45, 81 and 63. The greatest common factor of 45, 81 and 63 is 9. Therefore, the greatest number of plants I can put in one row is 9.",45.0,"The greatest number of plants that can be put in one row is the least common multiple of 45, 81 and 63. The least common multiple of 45, 81 and 63 is 45, so the greatest number of plants that can be put in one row is 45.",candidate_1,"Candidate 1 is the best answer because the least common multiple of 45, 81 and 63 is 45, which is the greatest number of plants that can be put in one row.",True
James scored 13 field goals worth 3 points and 20 shots worth two points.  How many total points did he score?,79.0,"James scored 13 field goals worth 3 points each, and 20 shots worth two points each. To calculate the total points, we need to multiply the number of field goals by 3 and the number of shots by 2. 13 x 3 = 39 and 20 x 2 = 40. 39 + 40 = 79. Therefore, James scored 79 total points.",59.0,"James scored 13 field goals worth 3 points each, so he scored 39 points from field goals. He also scored 20 shots worth two points each, so he scored 40 points from shots. 39 + 40 = 79 total points.",candidate_1,"Candidate 1 is the best answer because it provides a step-by-step explanation of how to calculate the total points. It also provides the correct answer of 79.0, which is the result of the calculation. Candidate 2 does not provide a calculation and gives an incorrect answer of 59.0.",False
"Tina's bag contains nine apples, 5 oranges, and 17 tangerines. If she took away 2 oranges and 10 tangerines, how many more tangerines than oranges would she have left?",4.0,"Tina's bag initially contained 9 apples, 5 oranges, and 17 tangerines. If she took away 2 oranges and 10 tangerines, she would have 7 apples, 3 oranges, and 7 tangerines left. Therefore, she would have 4 more tangerines than oranges left.",7.0,"Tina's bag contains 9 apples, 5 oranges, and 17 tangerines. If she takes away 2 oranges and 10 tangerines, she will have 3 oranges and 7 tangerines left. Therefore, she will have 7 more tangerines than oranges left.",candidate_1,"Candidate 1 is the best answer because it provides a step-by-step explanation of the calculation. It states that Tina's bag initially contained 9 apples, 5 oranges, and 17 tangerines, and then explains how many of each she would have left after taking away 2 oranges and 10 tangerines. This makes it easier to understand the calculation and arrive at the correct answer of 4.0.",False
A class has 32 students and they all need to present their projects. Every period is 40 minutes long. How many periods will it take for every student to present their project if they have 5 minutes to do so?,4.0,"There are 32 students and each student has 5 minutes to present their project. That means it will take 32 x 5 = 160 minutes for all students to present their project. Since each period is 40 minutes long, it will take 160/40 = 4 periods for all students to present their project.",7.0,"There are 32 students and each student has 5 minutes to present their project. That means it will take 32 x 5 = 160 minutes for all students to present their project. Since each period is 40 minutes long, it will take 160/40 = 4 periods. However, since 4 periods is not enough time for all students to present their project, it will take 5 periods. Therefore, the answer is 7 periods.",candidate_2,"Candidate 2 is the best answer because it accurately calculates the number of periods needed for all students to present their project. It takes into account the fact that each period is 40 minutes long and that each student has 5 minutes to present their project. Therefore, it correctly calculates that it will take 4 periods for all students to present their project.",True
"Georgie is a varsity player on a football team. He can run 40 yards within 5 seconds. If he can improve his speed by forty percent, how many yards will he be able to run within 10 seconds?",112.0,"Georgie can currently run 40 yards in 5 seconds, which is 8 yards per second. If he improves his speed by 40%, he will be able to run 11.2 yards per second. Therefore, he will be able to run 112 yards in 10 seconds.",56.0,"Georgie can currently run 40 yards in 5 seconds. If he improves his speed by 40%, he will be able to run 40 yards in 3 seconds. Since he can run 40 yards in 3 seconds, he can run 56 yards in 10 seconds (3 seconds x 10 seconds = 30 seconds; 40 yards + 16 yards (40% of 40 yards) = 56 yards).",candidate_1,Candidate 1 is the best answer because it provides a step-by-step explanation of how Georgie can run 56 yards in 10 seconds. It also provides the calculation of 40 yards plus 16 yards (40% of 40 yards) to arrive at the final answer of 56.0.,True
"A crayon box has 24 crayons total.  8 crayons are red, 6 crayons are blue, there are 2/3 the number of green crayons as blue crayons, and the rest of the crayons are pink.  How many crayons are pink?",6.0,"There are 8 red crayons, 6 blue crayons, and 2/3 the number of blue crayons in green crayons. This means that there are 4 green crayons. Since there are 24 crayons total, and 8 red, 6 blue, and 4 green, the remaining crayons must be pink. Therefore, there are 24 - 8 - 6 - 4 = 6 pink crayons.",8.0,"There are 24 crayons total. 8 are red, 6 are blue, and 2/3 of 6 (4) are green. That leaves 24 - 8 - 6 - 4 = 8 crayons that are pink.",candidate_1,"Candidate 1 provides a more accurate answer because it correctly calculates the number of green crayons as 2/3 of 6, which is 4. Candidate 2 incorrectly calculates the number of green crayons as 2/3 of the total number of crayons, which is 16. Therefore, Candidate 1 is the best answer.",True
"Tall Tuna has twice as many fish as Jerk Tuna. If Jerk Tuna has one hundred forty-four fish, how many fish do they have together?",432.0,"Jerk Tuna has 144 fish. Since Tall Tuna has twice as many fish as Jerk Tuna, Tall Tuna has 144 x 2 = 288 fish. Together, they have 144 + 288 = 432 fish.",288.0,"Jerk Tuna has 144 fish. Since Tall Tuna has twice as many fish as Jerk Tuna, Tall Tuna has 144 x 2 = 288 fish. Together, they have 144 + 288 = 432 fish.",candidate_1,Candidate 1 is the best answer because it correctly states that the total number of fish is 432. Candidate 2 incorrectly states that the total number of fish is 288.,False
"Lard decides to share a pizza with his friend Jelly.  He takes a whole, uncut pepperoni pizza and cuts it in half.  He then cuts these halves in half and gives one of the slices to Jelly.  Assuming the pizza started with 40 evenly spread slices of pepperoni, how many slices of it are on the slice Lard gives Jelly if 1 of them falls off the slice when Lard picks it up?",9.0,"Lard starts with a whole, uncut pizza with 40 evenly spread slices of pepperoni. He cuts the pizza in half, then cuts those halves in half, giving Jelly one of the slices. When Lard picks up the slice, one of the pepperoni slices falls off, leaving Jelly with 9 slices of pepperoni.",3.0,"Lard starts with a whole, uncut pizza with 40 slices of pepperoni. He cuts the pizza in half, giving him two halves with 20 slices each. He then cuts each of these halves in half, giving him four quarters with 10 slices each. He gives one of these quarters to Jelly, which has 10 slices. However, 1 of these slices falls off when Lard picks it up, leaving Jelly with 9 slices.",candidate_1,"Candidate 1 is the best answer because it accurately explains the process of how Lard cuts the pizza and how many slices Jelly is left with. It also provides the final answer of 3.0, which is the correct answer.",True
"Julie is reading a 120-page book. Yesterday, she was able to read 12 pages and today, she read twice as many pages as yesterday. If she wants to read half of the remaining pages tomorrow, how many pages should she read?",42.0,"Yesterday, Julie read 12 pages. Today, she read twice as many pages as yesterday, so she read 24 pages. This means that she has read a total of 36 pages so far. To find out how many pages she should read tomorrow, we need to subtract 36 from 120. This gives us 84 pages remaining. To read half of the remaining pages, Julie should read 42 pages tomorrow.",36.0,"Julie has read 12 pages yesterday and 24 pages today, so she has read a total of 36 pages. This leaves 84 pages remaining. If she wants to read half of the remaining pages tomorrow, she should read 42 pages. Since she can only read a whole number of pages, she should read 36 pages tomorrow.",candidate_1,"Candidate 1 is the best answer because it correctly states that Julie should read 42 pages tomorrow. Candidate 2 incorrectly states that Julie should read 36 pages tomorrow, which is not half of the remaining pages.",False
"Each month, Diego deposits his $5,000 paycheck into a bank account, which he then uses for all of his expenses, which amount to $4,600 per month. How much, in dollars, does Diego save over the course of a year?",4800.0,"Diego deposits $5,000 into his bank account each month. He spends $4,600 of that each month, leaving him with $400 in savings each month. Over the course of a year, Diego will save $400 x 12 months = $4,800.",54000.0,"Diego deposits $5,000 into his bank account each month and spends $4,600 of it. This means he saves $400 each month. Over the course of a year, he will save $400 x 12 months = $4,800 x 12 months = $54,000.",candidate_1,"Candidate 1 provides a more accurate answer because it takes into account the fact that Diego is saving $400 each month for a full year. This means that the total amount of money saved over the course of a year is $400 multiplied by 12 months, which equals $4,800 multiplied by 12 months, which equals $54,000.",True
"Camila has only gone hiking 7 times in her life. Amanda has gone on 8 times as many hikes as Camila, and Steven has gone on 15 more hikes than Amanda. If Camila wants to say that she has hiked as many times as Steven and plans to go on 4 hikes a week, how many weeks would it take Camila to achieve her goal?",16.0,"Camila has gone on 7 hikes, Amanda has gone on 8 times as many hikes as Camila, which is 56 hikes, and Steven has gone on 15 more hikes than Amanda, which is 71 hikes. To reach Steven's number of hikes, Camila needs to go on 64 more hikes. If Camila plans to go on 4 hikes a week, it will take her 16 weeks to reach her goal.",7.0,"Camila has gone on 7 hikes in her life. Amanda has gone on 8 times as many hikes as Camila, so she has gone on 56 hikes. Steven has gone on 15 more hikes than Amanda, so he has gone on 71 hikes. To reach Steven's number of hikes, Camila needs to go on 64 more hikes. If Camila plans to go on 4 hikes a week, it will take her 16 weeks to reach her goal. However, since she has already gone on 7 hikes, she only needs to go on 57 more hikes, which will take her 7 weeks.",candidate_1,"Candidate 1 provides a more accurate answer because it takes into account the 7 hikes that Camila has already gone on. Candidate 2 does not account for this, and therefore provides an answer that is too high.",True
Faye was placing her pencils into rows with 16 pencils in each row. She had 28 packs of pencils each one having 24 pencils.. How many rows could she make?,42.0,"Faye has 28 packs of pencils, each with 24 pencils. That means she has 672 pencils in total. To make 16 pencils per row, she can make 42 rows (672 / 16 = 42).",14.0,"Faye has 28 packs of pencils, each with 24 pencils. That means she has 28 x 24 = 672 pencils. She wants to make rows with 16 pencils in each row. To find out how many rows she can make, divide 672 by 16. 672 / 16 = 42. Since she can't make a partial row, she can make 14 full rows.",candidate_1,"Candidate 1 is the best answer because it takes into account that Faye cannot make a partial row. Therefore, the final answer should be 14.0 instead of 42.0.",True
4 birds and 46 storks were sitting on the fence. 6 more birds came to join them.. How many birds are sitting on the fence?,10.0,"There were 4 birds on the fence initially. When 6 more birds came to join them, the total number of birds on the fence became 10. Therefore, there are 10 birds sitting on the fence.",50.0,"There were 4 birds and 46 storks on the fence initially. When 6 more birds came to join them, the total number of birds on the fence became 4 + 6 = 10. The total number of birds and storks on the fence is 10 + 46 = 56. Therefore, there are 50 birds on the fence.",candidate_1,"Candidate 1 is the best answer because it correctly accounts for the initial number of birds and storks on the fence, as well as the additional 6 birds that joined them. Candidate 2 only accounts for the initial number of birds, and does not take into account the additional 6 birds that joined them.",True
"Harry is traveling home on the bus. He has already been sat on the bus for 15 minutes, and he knows the rest of the journey will take another 25 minutes. The walk from the bus stop to his house will take half the amount of time the bus journey took. In total, how many minutes will Harry have spent traveling?",60.0,"Harry has already been on the bus for 15 minutes. The rest of the bus journey will take 25 minutes, so the total bus journey will take 40 minutes. The walk from the bus stop to his house will take half the amount of time the bus journey took, so the walk will take 20 minutes. In total, Harry will have spent 60 minutes traveling.",45.0,"Harry has already been on the bus for 15 minutes, and the rest of the journey will take 25 minutes, for a total of 40 minutes on the bus. The walk from the bus stop to his house will take half the amount of time the bus journey took, which is 20 minutes. Therefore, the total amount of time Harry will have spent traveling is 40 minutes on the bus plus 20 minutes walking, for a total of 45 minutes.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the total amount of time Harry will have spent traveling. The bus journey will take 40 minutes, and the walk from the bus stop to his house will take half the amount of time the bus journey took, which is 20 minutes. Therefore, the total amount of time Harry will have spent traveling is 40 minutes on the bus plus 20 minutes walking, for a total of 45 minutes.",True
The civic league was hosting a pancake breakfast fundraiser.  A stack of pancakes was $4.00 and you could add bacon for $2.00.  They sold 60 stacks of pancakes and 90 slices of bacon.  How much did they raise?,420.0,"The civic league sold 60 stacks of pancakes at $4.00 each and 90 slices of bacon at $2.00 each. Therefore, they raised $240 from the pancakes ($4.00 x 60) and $180 from the bacon ($2.00 x 90). The total amount raised was $420.",240.0,"The civic league sold 60 stacks of pancakes at $4.00 each, for a total of $240.00. They also sold 90 slices of bacon at $2.00 each, for a total of $180.00. Adding the two totals together, the civic league raised $240.00.",candidate_1,"Candidate 1 is the correct answer because the civic league only sold 60 stacks of pancakes and 90 slices of bacon, so the total amount raised was $240 from the pancakes and $180 from the bacon, for a total of $420. Adding the two totals together, the civic league raised $240.00.",True
"Kate has 2 red balloons and 4 blue balloons. Assuming she inflates 4 more balloons, two of each color red and blue, what is the percent likelihood that one selected at random will be red?",40.0,"Kate has 2 red balloons and 4 blue balloons. If she inflates 4 more balloons, two of each color, she will have a total of 4 red balloons and 6 blue balloons. The percent likelihood that one selected at random will be red is 4/10, or 40%.",50.0,"Kate has a total of 8 balloons, 4 of which are red and 4 of which are blue. Therefore, the likelihood of selecting a red balloon at random is 4 out of 8, or 50%.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the likelihood of selecting a red balloon at random. Kate has a total of 8 balloons, 4 of which are red and 4 of which are blue. Therefore, the likelihood of selecting a red balloon at random is 4 out of 8, or 50%.",True
"Mary, Edna, and Lucy are athletes who train every Saturday. Mary ran 3/8 of a 24-kilometer field on one Saturday. Edna ran 2/3 of the distance of Edna, and Lucy ran 5/6 of the distance of Edna. How many more kilometers should Lucy run to cover the same distance as Mary?",4.0,"Mary ran 3/8 of a 24-kilometer field on one Saturday. This means that she ran 9 kilometers. Edna ran 2/3 of the distance of Mary, which is 6 kilometers. Lucy ran 5/6 of the distance of Edna, which is 5 kilometers. To cover the same distance as Mary, Lucy needs to run 4 more kilometers, bringing her total to 9 kilometers.",2.0,"Mary ran 3/8 of a 24-kilometer field, which is 9 kilometers. Edna ran 2/3 of the distance of Mary, which is 6 kilometers. Lucy ran 5/6 of the distance of Edna, which is 5 kilometers. To cover the same distance as Mary, Lucy needs to run an additional 4 kilometers (9 - 5 = 4). Therefore, Lucy needs to run 2 more kilometers to cover the same distance as Mary.",candidate_1,"Candidate 1 is the best answer because it accurately calculates the number of kilometers Lucy needs to run to cover the same distance as Mary. Candidate 1 correctly states that Mary ran 3/8 of a 24-kilometer field, which is 9 kilometers. Edna ran 2/3 of the distance of Mary, which is 6 kilometers. Lucy ran 5/6 of the distance of Edna, which is 5 kilometers. To cover the same distance as Mary, Lucy needs to run an additional 4 kilometers (9 - 5 = 4). Therefore, the final answer is 4.0.",False
"If there are 8 slices in a large pizza, how many slices will remain if Mary orders 2 large pizzas and eats 7 slices?",9.0,"There are 8 slices in a large pizza. Mary orders 2 large pizzas, so there are 16 slices in total. Mary eats 7 slices, so there are 9 slices remaining.",7.0,"There are 8 slices in a large pizza. Mary orders 2 large pizzas, so there are 16 slices in total. Mary eats 7 slices, so there are 9 slices remaining. Since Mary ordered 2 large pizzas, there are 7 slices remaining in each pizza, so the answer is 7.",candidate_1,"Candidate 1 is the best answer because it takes into account the fact that Mary ordered two large pizzas, and thus there are 16 slices in total. Mary ate 7 slices, so the remaining slices are 9.0.",False
A family bought 1 box of pizza that is cut into 16 slices. Only three-fourths of the pizza was eaten by the family. How many slices of pizza were left?,4.0,"The family bought 1 box of pizza that is cut into 16 slices. Three-fourths of the pizza was eaten, which is 12 slices. Therefore, the remaining slices of pizza are 16 - 12 = 4 slices.",12.0,"1 box of pizza is cut into 16 slices. Three-fourths of the pizza was eaten, which is 12 slices. Therefore, 12 slices of pizza were left.",candidate_1,Candidate 1 is the best answer because it correctly calculates the remaining slices of pizza by subtracting the number of slices eaten (12) from the total number of slices (16). This yields the correct answer of 4 slices.,False
John takes a pill every 6 hours.  How many pills does he take a week?,28.0,"John takes a pill every 6 hours, which means he takes a pill 4 times a day. Since there are 7 days in a week, he takes a total of 28 pills a week.",21.0,"John takes a pill every 6 hours. There are 24 hours in a day, so he takes 4 pills a day. There are 7 days in a week, so he takes 4 pills a day multiplied by 7 days, which equals 28 pills a week.",candidate_1,"Candidate 1 is the best answer because it provides a more detailed explanation of the calculation. It states that there are 7 days in a week, which is necessary to arrive at the correct answer of 28 pills a week. Candidate 2 does not mention the number of days in a week, which could lead to confusion.",False
" John had 5 dollars. At the store he spent $2 on a new game. If he got another 26 dollars for his allowance, how much money does he have now? ",29.0,"John had 5 dollars. He spent $2 on a new game, leaving him with 3 dollars. He then got an allowance of 26 dollars, bringing his total to 29 dollars.",31.0,"John had 5 dollars. He spent $2 on a new game, so he now has 3 dollars. He then got an allowance of 26 dollars, so he now has 3 + 26 = 29 dollars. Therefore, John has 31 dollars.",candidate_1,"Candidate 1 is the best answer because it accurately follows the order of operations given in the question. First, John had 5 dollars. He then spent $2 on a new game, leaving him with 3 dollars. He then got an allowance of 26 dollars, bringing his total to 29 dollars. This is the correct answer.",False
"John plays at the arcade for 3 hours.  He uses $.50 for every 6 minutes.  How much money did he spend, in dollars?",15.0,"John plays at the arcade for 3 hours. That is 180 minutes. He uses $.50 for every 6 minutes. So, he spends $.50 for every 6 minutes, which is 30 times. Therefore, he spends $15 in total.",9.0,"John played for 3 hours, which is 180 minutes. He spends $.50 for every 6 minutes, so he spent 180/6 = 30 times $.50, which is $15.00. Therefore, he spent $9.00.",candidate_1,"Candidate 1 is the best answer because it correctly calculates the amount of money John spent. It divides 180 minutes by 6 minutes to get 30, and then multiplies 30 by $.50 to get $15.00. This is the correct answer.",True
"Tenisha had 40 dogs that she kept at home as pets. If 60% of them are female, and 3/4 of the female gives birth to 10 puppies each, calculate the total number of puppies that Tenisha remains with after donating 130 puppies to the church.",50.0,1. Calculate the total number of female dogs: 40 x 0.6 = 24. \n2. Calculate the total number of puppies born from the female dogs: 24 x 10 x 0.75 = 180. \n3. Calculate the total number of puppies Tenisha remains with after donating 130 puppies: 180 - 130 = 50.,310.0,"Tenisha had 40 dogs, of which 60% are female. That means 24 female dogs. If each female dog gives birth to 10 puppies, that's a total of 240 puppies. Tenisha donated 130 puppies, so she remains with 310 puppies.",candidate_1,"Candidate 1 is the best answer because it takes into account the fact that 3/4 of the female dogs give birth to 10 puppies each. This means that Tenisha has 24 female dogs, which multiplied by 10 puppies each gives a total of 240 puppies. After subtracting the 130 puppies donated to the church, Tenisha remains with 310 puppies.",True
Sandra's dog gave birth to 7 puppies. Her vet gave her 105 portions of formula to give to the puppies for 5 days. How many times a day should Sandra feed the puppies?,3.0,"There are 7 puppies and 105 portions of formula. Divide 105 by 7 to get the number of portions per puppy. Then divide that number by 5 to get the number of portions per day. Finally, divide that number by the number of puppies to get the number of portions per puppy per day.",15.0,"105 portions of formula divided by 5 days = 21 portions per day. Since there are 7 puppies, 21 portions divided by 7 puppies = 3 portions per puppy per day. 3 portions per puppy per day multiplied by 5 feedings per day = 15 feedings per day.",candidate_1,Candidate 1 provides a more accurate answer because it takes into account the number of puppies and the number of portions of formula. It also provides a step-by-step explanation of how to calculate the answer. Candidate 2 does not take into account the number of puppies and does not provide a step-by-step explanation.,False
There are 10 students in a class. The average age of 9 of them is 8 years. By how many years will this average increase if the tenth student is (quite strangely) 28 years old?,2.0,"The average age of the 10 students can be calculated by adding the ages of all 10 students and dividing by 10. The average age of the 9 students is 8 years, so the total age of the 9 students is 72 years. The total age of the 10 students is then 72 + 28 = 100 years. The average age of the 10 students is then 100/10 = 10 years. The average age of the 10 students is 10 years, which is an increase of 2 years from the average age of the 9 students.",20.0,"The average age of the 10 students is calculated by adding the ages of all 10 students and dividing by 10. The sum of the ages of the 9 students is 72 (9 x 8). The sum of the ages of all 10 students is 100 (72 + 28). The average age of all 10 students is 10 (100/10). The average age of the 9 students was 8, so the average age of the 10 students is 20 years higher (10 - 8 = 20).",candidate_1,"Candidate 1 is the best answer because it accurately calculates the average age of the 10 students by adding the ages of all 10 students and dividing by 10. The average age of the 10 students is then 100/10 = 10 years, which is an increase of 2 years from the average age of the 9 students.",False
Skittles come in packages of 6. Juan ate 24 Skittles. How many Skittles does he have left?,0.0,"Juan ate 24 Skittles, which means he had to have eaten 4 packages of Skittles. Since each package contains 6 Skittles, 4 packages of 6 Skittles would be 24 Skittles. Therefore, Juan has 0 Skittles left.",18.0,"Juan ate 24 Skittles, which means he had 6 packages of Skittles. 6 packages of Skittles is equal to 36 Skittles. 24 Skittles were eaten, leaving 18 Skittles remaining.",candidate_1,"Candidate 1 provides a more accurate answer because it takes into account the fact that Juan ate 24 Skittles, which is equal to 4 packages of 6 Skittles. Candidate 2 incorrectly assumes that Juan had 6 packages of Skittles, which would be 36 Skittles, and thus arrives at an incorrect answer.",False
"Megan had three hundred seventy-two songs on her mp3 player. If she wanted to put the songs equally into nine different playlists, how many songs would she have left over?",3.0,"Megan has 372 songs. If she wants to divide them equally into 9 playlists, she would need to divide 372 by 9. 372 divided by 9 is 41.3333. Since she can't have a fraction of a song, she would need to round down to 41 songs per playlist. 41 multiplied by 9 is 369. Therefore, she would have 3 songs left over.",7.0,"Megan has 372 songs. If she wants to divide them equally into 9 playlists, she would need to divide 372 by 9. 372 divided by 9 is 41.3333. Since she can't have a fraction of a song, she would need to round down to 41 songs per playlist. 41 multiplied by 9 is 369. Megan would have 3 songs left over.",candidate_1,Candidate 1 is the best answer because it provides a step-by-step explanation of the calculation and the final answer. Candidate 2 provides the same calculation but does not provide the final answer.,True
